GenBank ID,UniProt ID
YCR043C_W303,P25361
YCR042C_W303,P23255
YKL222C_W303,P35995
YKL221W_W303,P36032
YKL220C_W303,P36033
YKL219W_W303,P36034
YKL218C_W303,P36007
YKL217W_W303,P36035
YKL216W_W303,P28272
YKL215C_W303,P28273
YKL214C_W303,P36036
YKL213C_W303,P36037
YKL212W_W303,P32368
YKL211C_W303,P00937
YKL210W_W303,P22515
YKL209C_W303,P12866
YKL208W_W303,P36038
YKL207W_W303,P36039
YKL206C_W303,P36040
YKL205W_W303,P33418
YKL204W_W303,P36041
YKL203C_W303,P32600
YKL201C_W303,P36044
YKL198C_W303,P36002
YKL197C_W303,P24004
YKL196C_W303,P36015
YKL195W_W303,P36046
YKL194C_W303,P07236
YKL193C_W303,P36047
YKL192C_W303,P32463
YKL191W_W303,P32461
YKL190W_W303,P25296
YKL189W_W303,P32464
YKL188C_W303,P34230
YKL187C_W303,P34231
YKL186C_W303,P34232
YKL185W_W303,P34233
YKL184W_W303,P08432
YKL183W_W303,P34234
YKL182W_W303,P07149
YKL181W_W303,P32895
YKL180W_W303,P05740
YKL179C_W303,P34237
YKL178C_W303,P06783
YKL176C_W303,P34239
YKL175W_W303,P34240
YKL174C_W303,P36029
YKL173W_W303,P36048
YKL172W_W303,P36049
YKL171W_W303,P36003
YKL170W_W303,P35996
YKL168C_W303,P36004
YKL167C_W303,P32388
YKL166C_W303,P05986
YKL165C_W303,P36051
YKL163W_W303,Q03180
YKL162C_W303,P36052
YKL161C_W303,P36005
YKL160W_W303,P36053
YKL159C_W303,P36054
YKL157W_W303,P32454
YKL156W_W303,P35997
YKL155C_W303,P36056
YKL154W_W303,P36057
YKL152C_W303,P00950
YKL151C_W303,P36059
YKL150W_W303,P36060
YKL149C_W303,P24309
YKL148C_W303,Q00711
YKL146W_W303,P36062
YKL145W_W303,P33299
YKL144C_W303,P35718
YKL143W_W303,P34078
YKL142W_W303,P35719
YKL141W_W303,P33421
YKL140W_W303,P34163
YKL139W_W303,Q03957
YKL138C_W303,P14063
YKL137W_W303,P36064
YKL135C_W303,P36000
YKL134C_W303,P35999
YKL133C_W303,P36066
YKL132C_W303,P36001
YKL130C_W303,P36068
YKL129C_W303,P36006
YKL128C_W303,P36069
YIR042C_W303,P40586
YDR316W_W303,Q06668
YDR315C_W303,Q06667
YDR314C_W303,Q06665
YDR313C_W303,Q06651
YDR311W_W303,P32776
YDR310C_W303,P46676
YDR309C_W303,Q06648
YDR308C_W303,P47822
YDR307W_W303,Q06644
YDR306C_W303,Q06640
YDR305C_W303,P49775
YDR304C_W303,P35176
YDR303C_W303,Q06639
YDR302W_W303,Q06636
YDR301W_W303,Q06632
YDR300C_W303,P32264
YDR299W_W303,Q06631
YDR298C_W303,P09457
YDR297W_W303,P38992
YDR296W_W303,Q06630
YDR295C_W303,Q06629
YDR294C_W303,Q05567
YDR292C_W303,P32916
YDR291W_W303,Q05549
YDR289C_W303,Q05543
YDR288W_W303,Q05541
YDR287W_W303,Q05533
YDR286C_W303,Q05530
YDR285W_W303,P31111
YDR284C_W303,Q05521
YDR283C_W303,P15442
YDR282C_W303,Q05648
YDR281C_W303,Q05637
YDR280W_W303,Q05636
YDR279W_W303,Q05635
YDR278C_W303,Q05612
YDR277C_W303,P35198
YDR275W_W303,Q05611
YDR274C_W303,P87283
YDR273W_W303,Q05610
YDR272W_W303,Q05584
YDR270W_W303,P38995
YDR268W_W303,P04803
YDR267C_W303,Q05583
YDR266C_W303,Q05580
YDR265W_W303,Q05568
YDR264C_W303,P39010
YDR263C_W303,Q12086
YDR262W_W303,Q12331
YMR119W_W303,P54074
YMR120C_W303,P38009
YMR121C_W303,P54780
YMR122C_W303,Q03879
YMR123W_W303,Q03880
YMR124W_W303,P39523
YMR125W_W303,P34160
YMR126C_W303,Q04216
YMR127C_W303,P40963
YMR128W_W303,Q04217
YMR129W_W303,P39685
YMR130W_W303,Q04223
YMR131C_W303,Q04225
YMR132C_W303,P40206
YMR133W_W303,P32841
YMR134W_W303,P40207
YMR135C_W303,P40208
YMR136W_W303,P40209
YMR137C_W303,P30620
YMR138W_W303,P39110
YMR139W_W303,P38615
YMR140W_W303,P40210
YMR141C_W303,P40211
YMR143W_W303,P0CX51
YMR144W_W303,P40214
YMR145C_W303,P40215
YMR146C_W303,P40217
YMR147W_W303,P40218
YMR148W_W303,P40219
YMR149W_W303,Q02795
YMR150C_W303,P28627
YMR152W_W303,P28625
YMR153W_W303,Q03790
YMR154C_W303,Q03792
YMR155W_W303,Q03795
YMR156C_W303,Q03796
YMR157C_W303,Q03798
YMR158W_W303,Q03799
YMR159C_W303,Q03818
YMR160W_W303,Q03823
YMR161W_W303,P48353
YMR162C_W303,Q12674
YMR163C_W303,Q03824
YMR164C_W303,Q03825
YMR165C_W303,P32567
YMR166C_W303,Q03829
YMR167W_W303,P38920
YMR168C_W303,P40969
YMR171C_W303,Q03212
YMR172W_W303,Q03213
YMR173W-A_W303,A0A023PXQ4
YMR176W_W303,Q03214
YMR177W_W303,Q03218
YMR178W_W303,Q03219
YMR179W_W303,P35209
YMR180C_W303,Q03220
YMR181C_W303,Q03231
YMR182C_W303,Q00453
YMR183C_W303,P39926
YMR184W_W303,Q03233
YMR185W_W303,Q12751
YAL007C_W303,P39704
YAL008W_W303,P18411
YAL009W_W303,P18410
YAL010C_W303,P18409
YAL011W_W303,P31376
YAL012W_W303,P31373
YAL013W_W303,P31385
YAL014C_W303,P31377
YAL015C_W303,P31378
YAL016W_W303,P31383
YAL017W_W303,P31374
YAL018C_W303,P31379
YAL019W_W303,P31380
YAL020C_W303,P31386
YAL021C_W303,P31384
YAL022C_W303,P31381
YAL023C_W303,P31382
YAL024C_W303,P07866
YAL025C_W303,P10962
YAL026C_W303,P39524
YAL027W_W303,P39735
YAL028W_W303,P39734
YAL029C_W303,P32492
YAL030W_W303,P31109
YAL031C_W303,P39732
YAL032C_W303,P28004
YAL033W_W303,P28005
YAL034C_W303,P28003
YAL034W-A_W303,P39731
YAL035W_W303,P39730
YAL036C_W303,P39729
YAL037W_W303,P39728
YAL038W_W303,P00549
YAL039C_W303,P06182
YAL040C_W303,P13365
YAL041W_W303,P11433
YAL042W_W303,P39727
YAL043C_W303,Q01329
YAL044C_W303,P39726
YAL044W-A_W303,Q3E793
YAL046C_W303,P39724
YAL047C_W303,P39723
YAL048C_W303,P39722
YAL049C_W303,P39721
YAL051W_W303,P39720
YAL053W_W303,P39719
YAL054C_W303,Q01574
YAL055W_W303,P39718
YAL056W_W303,P39717
YAL058W_W303,P27825
YAL059W_W303,P39715
YAL060W_W303,P39714
YAL061W_W303,P39713
YAL062W_W303,P39708
YHR213W_W303,P0CI67
YHR146W_W303,P38845
YHR147C_W303,P32904
YHR148W_W303,P32899
YHR149C_W303,P32900
YHR150W_W303,P38848
YHR151C_W303,P38849
YHR152W_W303,P17123
YHR153C_W303,P17122
YHR154W_W303,P38850
YHR155W_W303,P38851
YHR156C_W303,P38852
YHR157W_W303,P33323
YHR158C_W303,P38853
YHR159W_W303,P38854
YHR160C_W303,P38855
YHR161C_W303,P38856
YHR162W_W303,P38857
YHR163W_W303,P38858
YHR164C_W303,P38859
YHR165C_W303,P33334
YHR166C_W303,P16522
YHR167W_W303,O13539
YHR168W_W303,P38860
YHR169W_W303,P38719
YHR170W_W303,P38861
YHR171W_W303,P38862
YHR172W_W303,P38863
YHR173C_W303,P38864
YIL017C_W303,P40547
YIL016W_W303,P40548
YIL015W_W303,P12630
YIL079C_W303,P40507
YIL078W_W303,P04801
YIL077C_W303,P40508
YIL076W_W303,P40509
YIL075C_W303,P32565
YIL074C_W303,P40510
YIL072W_W303,P20050
YIL071C_W303,P40512
YIL070C_W303,P40513
YIL068C_W303,P32844
YIL067C_W303,P40514
YIL066C_W303,P21672
YIL065C_W303,P40515
YIL064W_W303,P40516
YIL063C_W303,P40517
YIL062C_W303,P40518
YIL061C_W303,Q00916
YDR034C_W303,P40971
YDR033W_W303,Q12117
YDR032C_W303,Q12335
YDR031W_W303,Q04341
YDR030C_W303,Q12021
YDR029W_W303,Q12111
YDR028C_W303,Q00816
YDR027C_W303,Q12071
YDR026C_W303,Q12457
YDR024W_W303,Q99341
YDR023W_W303,P07284
YDR022C_W303,Q12421
YDR021W_W303,Q12099
YDR020C_W303,Q12084
YDR019C_W303,P48015
YDR018C_W303,Q12185
YDR017C_W303,Q12494
YDR014W-A_W303,Q03937
YDR014W_W303,Q99359
YDR013W_W303,Q12488
YDR012W_W303,P49626
YDL131W_W303,Q12122
YDL130W_W303,P10622
YDL129W_W303,Q07555
YDL128W_W303,Q99385
YDL127W_W303,P25693
YDL126C_W303,P25694
YDL124W_W303,Q07551
YDL123W_W303,Q07549
YDL122W_W303,P25037
YDL121C_W303,Q07541
YDL120W_W303,Q07540
YDL119C_W303,Q07534
YDL117W_W303,Q07533
YDL116W_W303,P52891
YDL114W_W303,Q07530
YDL113C_W303,Q07528
YDL112W_W303,Q07527
YDL111C_W303,Q12277
YDL110C_W303,Q12513
YDL109C_W303,Q12103
YDL108W_W303,P06242
YDL107W_W303,P40990
YDL106C_W303,P07269
YDL105W_W303,P43124
YDL104C_W303,P43122
YDL103C_W303,P43123
YDL102W_W303,P15436
YDL101C_W303,P39009
YDL100C_W303,Q12154
YDL099W_W303,Q12191
YDL098C_W303,Q12368
YDL097C_W303,Q12377
YDL095W_W303,P33775
YDL093W_W303,P52867
YDL092W_W303,P38985
YDL091C_W303,Q12229
YDL090C_W303,P22007
YDL089W_W303,Q12066
YDL088C_W303,Q05166
YDL087C_W303,Q07508
YDL086W_W303,Q07505
YDL085W_W303,Q07500
YDL084W_W303,Q07478
YDL083C_W303,P0CX52
YDL082W_W303,Q12690
YDL081C_W303,P05318
YDL080C_W303,Q07471
YDL079C_W303,P50873
YDL078C_W303,P32419
YDL077C_W303,Q07468
YDL076C_W303,Q07458
YDL075W_W303,P0C2H8
YDL074C_W303,Q07457
YDL073W_W303,Q07454
YDL072C_W303,Q07451
YDL070W_W303,Q07442
YDL069C_W303,P14066
YDL066W_W303,P21954
YDL065C_W303,Q07418
YDL064W_W303,P50623
YDL063C_W303,Q07395
YDL060W_W303,Q07381
YDL059C_W303,Q12223
YDL058W_W303,P25386
YDL057W_W303,Q07379
YDL056W_W303,P39678
YDL055C_W303,P41940
YDL054C_W303,Q07376
YDL053C_W303,Q07362
YDL052C_W303,P33333
YDL051W_W303,P33399
YDL049C_W303,P50112
YDL048C_W303,Q07351
YDL047W_W303,P20604
YDL046W_W303,Q12408
YDL045C_W303,P38913
YDL044C_W303,P10849
YDL043C_W303,Q07350
YDL042C_W303,P06700
YDL040C_W303,P12945
YDL039C_W303,Q12459
YSC0054_W303,V9NEH8
YDL036C_W303,Q12069
YDL035C_W303,Q12361
YDL033C_W303,Q12093
YDL031W_W303,Q12389
YDL030W_W303,P19736
YDL029W_W303,P32381
YDL028C_W303,P54199
YDL027C_W303,Q07349
YDL025C_W303,Q12100
YDL024C_W303,P52290
YDL022W_W303,Q00055
YDL021W_W303,Q12008
YDL020C_W303,Q03465
YDL019C_W303,Q12451
YDL018C_W303,Q12403
YDL017W_W303,P06243
YDL015C_W303,Q99190
YDL014W_W303,P15646
YDL013W_W303,P32828
YDL010W_W303,Q12438
YDL008W_W303,Q12157
YDL007W_W303,P40327
YDL006W_W303,P35182
YDL005C_W303,Q12124
YDL004W_W303,Q12165
YDL003W_W303,Q12158
YDL002C_W303,Q03435
YDL001W_W303,Q03441
YDR001C_W303,P32356
YDR002W_W303,P41920
YDR003W_W303,Q03446
YDR004W_W303,P25301
YDR006C_W303,P40317
YDR007W_W303,P00912
YDR009W_W303,P13045
YDR010C_W303,Q12426
YDR011W_W303,P32568
YGR028W_W303,P28737
YGR030C_W303,P53218
YGR031W_W303,P53219
YGR032W_W303,P40989
YGR033C_W303,P53220
YGR034W_W303,P53221
YGR035C_W303,P53222
YGR036C_W303,P53223
YGR038W_W303,P53224
YNL330C_W303,P32561
YNL329C_W303,P33760
YNL328C_W303,P42834
YNL327W_W303,P42835
YNL326C_W303,P42836
YNL325C_W303,P42837
YNL323W_W303,P42838
YNL322C_W303,P17260
YNL321W_W303,P42839
YNL320W_W303,P42840
YNL318C_W303,P42833
YNL317W_W303,P42841
YNL316C_W303,P32452
YNL315C_W303,P32453
YNL314W_W303,P21705
YNL313C_W303,P42842
YNL312W_W303,P26754
YNL311C_W303,P42843
YNL310C_W303,P42844
YNL309W_W303,P42845
YNL308C_W303,P42846
YNL307C_W303,P21965
YNL306W_W303,P42847
YNL305C_W303,P48558
YNL304W_W303,P48559
YNL301C_W303,P0CX50
YNL300W_W303,P48560
YNL299W_W303,P48561
YNL298W_W303,P48562
YNL297C_W303,P48563
YNL295W_W303,P48564
YNL294C_W303,P48565
YNL293W_W303,P48566
YNL292W_W303,P48567
YNL291C_W303,P41821
YNL290W_W303,P38629
YNL289W_W303,P24867
YNL288W_W303,P53829
YNL287W_W303,P32074
YNL286W_W303,P53830
YOL166C_W303,Q08373
YLR410W_W303,Q06685
YLR409C_W303,Q06078
YLR408C_W303,Q06071
YLR407W_W303,Q06070
YLR406C_W303,P0C2H9
YLR405W_W303,Q06063
YLR404W_W303,Q06058
YLR403W_W303,P32432
YLR401C_W303,Q06053
YLR399C_W303,P35817
YLR398C_W303,P35207
YLR397C_W303,P32794
YLR396C_W303,P20795
YLR394W_W303,Q06032
YLR393W_W303,P18496
YLR392C_W303,P18634
YLR390W-A_W303,O13547
YLR390W_W303,Q06011
YLR389C_W303,Q06010
YLR387C_W303,Q06709
YLR386W_W303,Q06708
YLR385C_W303,Q06707
YLR384C_W303,Q06706
YLR383W_W303,Q12749
YLR382C_W303,P11325
YLR381W_W303,Q12748
YLR380W_W303,Q06705
YLR378C_W303,P32915
YLR377C_W303,P09201
YLR376C_W303,Q12318
YLR375W_W303,Q05937
YLR373C_W303,Q05934
YLR372W_W303,P40319
YLR371W_W303,P51862
YLR370C_W303,Q05933
YLR369W_W303,Q05931
YLR368W_W303,Q05930
YLR367W_W303,Q3E7Y3
YLR366W_W303,Q7LIF1
YLR365W_W303,Q7LIF2
YLR364W_W303,Q05926
YLR363C_W303,Q12129
YLR362W_W303,P23561
YLR361C_W303,Q05924
YLR359W_W303,Q05911
YLR357W_W303,Q06488
YLR356W_W303,Q06485
YLR355C_W303,P06168
YLR354C_W303,P15019
YLR353W_W303,P41698
YLR352W_W303,Q06479
YLR351C_W303,P49954
YLR350W_W303,Q06144
YLR348C_W303,Q06143
YLR347C_W303,Q06142
YLR346C_W303,Q06139
YLR345W_W303,Q06137
YLR344W_W303,P05743
YLR343W_W303,Q06135
YLR342W_W303,P38631
YLR341W_W303,Q06134
YLR340W_W303,P05317
YLR337C_W303,P37370
YLR336C_W303,Q06132
YLR335W_W303,P32499
YLR334C_W303,Q06127
YLR331C_W303,O13555
YLR330W_W303,Q12114
YLR329W_W303,Q02721
YLR328W_W303,Q06178
YLR326W_W303,Q06170
YLR324W_W303,Q06169
YLR323C_W303,P53769
YLR321C_W303,Q06168
YLR320W_W303,Q06164
YLR319C_W303,P41697
YLR318W_W303,Q06163
YLR316C_W303,Q9URQ3
YLR315W_W303,Q06162
YLR314C_W303,P32457
YLR313C_W303,Q06160
YLR312W-A_W303,P36523
YLR312C_W303,Q06159
YLR311C_W303,Q06158
YLR310C_W303,P04821
YLR309C_W303,Q06704
YLR308W_W303,Q06703
YLR307W_W303,Q06702
YLR306W_W303,P52491
YLR305C_W303,P37297
YLR304C_W303,P19414
YLR303W_W303,P06106
YLR302C_W303,O13544
YDR160W_W303,Q03770
YDR159W_W303,P46674
YDR158W_W303,P13663
YDR157W_W303,A0A023PZE8
YDR156W_W303,P50106
YDR155C_W303,P14832
YDR153C_W303,Q03769
YDR152W_W303,Q03768
YDR151C_W303,P47976
YER048C_W303,P39101
YER047C_W303,P39955
YER046W_W303,P40031
YER045C_W303,P39970
YER044C-A_W303,P29467
YER044C_W303,P40030
YER043C_W303,P39954
YER042W_W303,P40029
YER041W_W303,P40028
YER040W_W303,P18494
YER039C_W303,P0CE11
YER038C_W303,P40026
YER037W_W303,P40025
YER036C_W303,P40024
YER035W_W303,P40023
YER034W_W303,P40022
YER033C_W303,P40021
YER032W_W303,P40020
YER031C_W303,P38555
YER030W_W303,P40019
YER029C_W303,P40018
YER028C_W303,P39943
YER027C_W303,Q04739
YER026C_W303,P08456
YER025W_W303,P32481
YER024W_W303,P40017
YER023W_W303,P32263
YER022W_W303,P32569
YER021W_W303,P40016
YER020W_W303,P10823
YER019W_W303,P40015
YER018C_W303,P40014
YER017C_W303,P39925
YER016W_W303,P40013
YER015W_W303,P39518
YER014W_W303,P40012
YER013W_W303,P24384
YER012W_W303,P22141
YER011W_W303,P10863
YER010C_W303,P40011
YER009W_W303,P33331
YER008C_W303,P33332
YER007C-A_W303,P89886
YER007W_W303,P39937
YER006W_W303,P40010
YER005W_W303,P40009
YER004W_W303,P40008
YER003C_W303,P29952
YER002W_W303,P40007
YER001W_W303,P39106
YEL001C_W303,P40006
YEL002C_W303,P33767
YEL003W_W303,P40005
YEL004W_W303,P40004
YEL005C_W303,P40003
YEL006W_W303,P39953
YEL008W_W303,P40001
YEL009C_W303,P03069
YEL009C-A_W303,A0A023PZF2
YGR193C_W303,P16451
YGR194C_W303,P42826
YGR195W_W303,P46948
YGR196C_W303,P46949
YGR197C_W303,P46950
YGR198W_W303,P46951
YGR199W_W303,P42934
YGR200C_W303,P42935
YGR201C_W303,P42936
YGR202C_W303,P13259
YGR203W_W303,P42937
YGR204W_W303,P07245
YGR205W_W303,P42938
YGR206W_W303,P42939
YGR207C_W303,P42940
YGR208W_W303,P42941
YGR209C_W303,P22803
YGR210C_W303,P42942
YGR211W_W303,P53303
YGR212W_W303,P53304
YGR213C_W303,P53047
YGR214W_W303,P32905
YGR215W_W303,P53305
YGR216C_W303,P53306
YGR217W_W303,P50077
YCR019W_W303,P23060
YCR020C_W303,P25362
YCR021C_W303,P25619
YCR022C_W303,P25620
YCR023C_W303,P25351
YCR024C_W303,P25345
YCR025C_W303,P25352
YCR026C_W303,P25353
YCR027C_W303,P25378
YER188W_W303,P40103
YOL162W_W303,P0CF19
YOL163W_W303,P0CF20
YOL164W_W303,Q08347
YIL014C-A_W303,Q02598
YIL014W_W303,P40549
YIL013C_W303,P40550
YIL012W_W303,P40551
YIL011W_W303,P40552
YIL010W_W303,P40553
YIL009W_W303,P39002
YIL007C_W303,P40555
YIL006W_W303,P40556
YIL005W_W303,P40557
YIL004C_W303,P22804
YIL003W_W303,P40558
YIL002C_W303,P40559
YIL001W_W303,P40560
YIR001C_W303,P40561
YIR002C_W303,P40562
YIR003W_W303,P40563
YIR004W_W303,P40564
YIR005W_W303,P40565
YIR006C_W303,P32521
YIR007W_W303,P40566
YIR008C_W303,P10363
YIR009W_W303,P40567
YIR010W_W303,P40568
YIR011C_W303,P38637
YIR012W_W303,P35184
YIR013C_W303,P40569
YIR014W_W303,P40570
YIR015W_W303,P40571
YIR016W_W303,P40572
YIR017C_W303,P40573
YIR018W_W303,P40574
YER137C_W303,P40083
YER136W_W303,P39958
YER135C_W303,P40082
YER134C_W303,P40081
YGR122W_W303,P53272
YGR121C_W303,P40260
YGR254W_W303,P00924
YGR255C_W303,P53318
YGR256W_W303,P53319
YGR257C_W303,P53320
YGR258C_W303,P07276
YGR260W_W303,P53322
YGR261C_W303,P46682
YGR262C_W303,P53323
YGR263C_W303,P53324
YGR264C_W303,P00958
YGR266W_W303,P53326
YGR267C_W303,P51601
YGR268C_W303,P40325
YGR270W_W303,P40340
YGR271W_W303,P53327
YGR271C-A_W303,Q3E705
YGR273C_W303,P53329
YGR274C_W303,P46677
YGR275W_W303,P53330
YGR276C_W303,P53331
YGR277C_W303,P53332
YGR278W_W303,P53333
YGR279C_W303,P53334
YGR280C_W303,P53335
YGR281W_W303,P53049
YGR282C_W303,P15703
YGR283C_W303,P53336
YGR284C_W303,P53337
YGR285C_W303,P32527
YGR286C_W303,P32451
YOR387C_W303,Q08910
YOR386W_W303,P05066
YOR385W_W303,Q08909
YOR384W_W303,Q08908
YOR383C_W303,Q08907
YOR382W_W303,Q08906
YOR381W_W303,Q08905
YOR380W_W303,Q08904
YOR378W_W303,Q08902
YOR377W_W303,P40353
YOR376W_W303,Q08900
YOR375C_W303,P07262
YOR374W_W303,P46367
YOR373W_W303,P32336
YOR372C_W303,Q08887
YOR371C_W303,Q08886
YOR370C_W303,P32864
YOR369C_W303,P48589
YOR368W_W303,P48581
YOR367W_W303,Q08873
YOR365C_W303,Q08844
YOR363C_W303,P52960
YOR362C_W303,P21242
YOR361C_W303,P06103
YOR360C_W303,P06776
YOR359W_W303,Q08831
YOR358W_W303,Q02516
YOR357C_W303,Q08826
YOR356W_W303,Q08822
YOR355W_W303,P41913
YOR354C_W303,Q08818
YOR353C_W303,Q08817
YOR352W_W303,Q08816
YOR351C_W303,P24719
YOR350C_W303,P24720
YOR349W_W303,P40987
YOR348C_W303,P15380
YOR347C_W303,P52489
YOR346W_W303,P12689
YBR118W_W303,P02994
YBR117C_W303,P33315
YBR115C_W303,P07702
YBR114W_W303,P31244
YBR112C_W303,P14922
YBR111C_W303,Q01976
YBR110W_W303,P16661
YBR109C_W303,P06787
YBR108W_W303,P38266
YBR107C_W303,P38265
YBR106W_W303,P38264
YBR105C_W303,P38263
YBR104W_W303,P38087
YBR103W_W303,P38262
YBR102C_W303,P38261
YBR101C_W303,P38260
YBR098W_W303,P38257
YBR097W_W303,P22219
YBR096W_W303,P38256
YBR095C_W303,P38255
YBR094W_W303,P38254
YDR344C_W303,Q05510
YDR346C_W303,Q05515
YDR347W_W303,P10662
YDR348C_W303,Q05518
YDR349C_W303,Q06325
YDR350C_W303,P50273
YDR351W_W303,P42223
YDR352W_W303,Q06328
YDR353W_W303,P29509
YDR354W_W303,P07285
YDR356W_W303,P32380
YDR357C_W303,Q06333
YDR358W_W303,Q06336
YDR359C_W303,Q06337
YDR361C_W303,Q06338
YDR362C_W303,Q06339
YDR363W_W303,Q06340
YDR364C_W303,P40968
YDR365C_W303,Q06344
YDR367W_W303,Q06346
YDR368W_W303,Q12458
YDR369C_W303,P33301
YDR370C_W303,Q06349
YDR371W_W303,Q06350
YDR372C_W303,Q06385
YDR373W_W303,Q06389
YDR374C_W303,Q06390
YDR375C_W303,P32839
YDR376W_W303,P48360
YDR377W_W303,Q06405
YDR379W_W303,Q06407
YDR380W_W303,Q06408
YDR381W_W303,Q12159
YDR382W_W303,P02400
YDR383C_W303,Q12493
YDR384C_W303,Q12359
YGL184C_W303,P53101
YGL185C_W303,P53100
YGL186C_W303,P53099
YGL187C_W303,P04037
YGL189C_W303,P39938
YGL190C_W303,Q00362
YGL191W_W303,P32799
YGL192W_W303,P41833
YGL193C_W303,P53097
YGL194C_W303,P53096
YGL195W_W303,P33892
YGL196W_W303,P53095
YGL197W_W303,P53094
YGL198W_W303,P53093
YGL200C_W303,P32803
YGL201C_W303,P53091
YGL202W_W303,P53090
YLR154C_W303,Q12338
YLR153C_W303,P52910
YLR152C_W303,P54072
YLR151C_W303,Q12524
YLR150W_W303,P39015
YLR149C_W303,Q99296
YLR148W_W303,P27801
YLR147C_W303,P43321
YLR146C_W303,Q12455
YLR145W_W303,Q12530
YLR144C_W303,Q12168
YLR143W_W303,Q12429
YLR142W_W303,P09368
YLR141W_W303,Q02983
YLR139C_W303,P42900
YLR138W_W303,Q99271
YLR137W_W303,Q12367
YLR136C_W303,P47977
YLR135W_W303,Q12098
YLR134W_W303,P16467
YLR133W_W303,P20485
YLR132C_W303,Q12208
YLR131C_W303,P21192
YLR130C_W303,Q12436
YLR129W_W303,Q12220
YLR127C_W303,Q12440
YLR126C_W303,Q12288
YLR125W_W303,Q12138
YLR124W_W303,Q12327
YLR122C_W303,Q12312
YLR121C_W303,Q12303
YLR120C_W303,P32329
YLR119W_W303,Q99176
YLR118C_W303,Q12354
YLR117C_W303,Q12309
YLR116W_W303,Q12186
YLR115W_W303,Q12102
YLR114C_W303,Q12500
YLR113W_W303,P32485
YLR112W_W303,Q12130
YLR111W_W303,Q12528
YLR110C_W303,Q12127
YLR109W_W303,P38013
YLR108C_W303,Q12259
YLR107W_W303,Q12090
YLR106C_W303,Q12019
YLR105C_W303,P16658
YLR104W_W303,Q08045
YLR103C_W303,Q08032
YLR102C_W303,Q12107
YLR100W_W303,Q12452
YLR099C_W303,Q12385
YLR098C_W303,P43634
YLR097C_W303,Q12347
YLR096W_W303,P13186
YLR095C_W303,Q12072
YLR094C_W303,Q12418
YLR093C_W303,Q12255
YLR092W_W303,Q12325
YLR091W_W303,Q12393
YLR090W_W303,P39102
YLR089C_W303,P52893
YLR088W_W303,P39012
YLR087C_W303,Q12150
YLR086W_W303,Q12267
YLR085C_W303,Q12509
YLR084C_W303,Q12465
YLR083C_W303,P32802
YLR082C_W303,Q12020
YLR081W_W303,P13181
YLR080W_W303,Q12396
YLR079W_W303,P38634
YLR078C_W303,P25385
YLR077W_W303,Q08023
YLR075W_W303,P41805
YLR074C_W303,Q08004
YLR073C_W303,Q08003
YLR072W_W303,Q08001
YLR071C_W303,P19263
YLR070C_W303,Q07993
YLR069C_W303,P25039
YLR068W_W303,Q12247
YLR067C_W303,P32522
YLR066W_W303,Q12133
YLR065C_W303,Q99382
YLR064W_W303,Q12144
YLR063W_W303,Q12291
YLR061W_W303,P05749
YLR060W_W303,P15624
YLR059C_W303,P54964
YLR058C_W303,P37291
YLR057W_W303,Q12205
YLR056W_W303,P32353
YLR055C_W303,P38915
YLR054C_W303,Q12202
YLR053C_W303,Q12026
YLR052W_W303,Q12345
YLR051C_W303,Q12035
YLR050C_W303,Q12155
YLR049C_W303,Q12110
YLR047C_W303,Q12209
YLR046C_W303,Q12253
YLR045C_W303,P46675
YLR044C_W303,P06169
YLR043C_W303,P22217
YLR042C_W303,Q07990
YLR040C_W303,Q07988
YLR039C_W303,P40395
YDR385W_W303,P32324
YDR386W_W303,Q04149
YDR387C_W303,Q04162
YDR388W_W303,P39743
YDR389W_W303,P17121
YDR390C_W303,P52488
YDR391C_W303,Q04170
YDR392W_W303,P06844
YDR393W_W303,Q04172
YDR394W_W303,P33298
YDR395W_W303,Q04175
YDR397C_W303,Q92317
YDR398W_W303,Q04177
YDR399W_W303,Q04178
YDR400W_W303,Q04179
YDR402C_W303,P21595
YDR403W_W303,P21623
YDR404C_W303,P34087
YDR405W_W303,P32387
YDR406W_W303,Q04182
YDR407C_W303,Q04183
YDR408C_W303,P04161
YDR409W_W303,Q04195
YDR410C_W303,P32584
YDR411C_W303,Q12743
YDR412W_W303,Q04031
YDR414C_W303,P16151
YDR415C_W303,Q04033
YDR416W_W303,Q04048
YDR418W_W303,P0CX54
YDR419W_W303,Q04049
YDR420W_W303,P41809
YDR421W_W303,Q04052
YDR422C_W303,P32578
YDR423C_W303,P24813
YDR425W_W303,Q04053
YDR427W_W303,Q04062
YDR428C_W303,Q04066
YDR429C_W303,Q04067
YDR430C_W303,P32898
YDR432W_W303,Q01560
YDR434W_W303,Q04080
YDR435C_W303,Q04081
YDR436W_W303,P33329
YDR437W_W303,Q04082
YDR438W_W303,Q04083
YDR439W_W303,Q04087
YDR440W_W303,Q04089
YDR441C_W303,P36973
YDR443C_W303,P38931
YDR444W_W303,Q04093
YMR118C_W303,Q04487
YMR117C_W303,Q04477
YMR115W_W303,Q04472
YMR114C_W303,Q04471
YMR113W_W303,Q12676
YMR112C_W303,Q99278
YMR111C_W303,Q04461
YMR110C_W303,Q04458
YMR109W_W303,Q04439
YMR108W_W303,P07342
YMR107W_W303,Q04438
YMR106C_W303,Q04437
YMR105C_W303,P37012
YMR104C_W303,P18961
YMR103C_W303,Q04436
YMR102C_W303,Q03177
